model,method,fold,generation_id,prompt_id,ast_status,ast_error,code_sha256,archived_code_block_match,ast_import_count,mapper_input,mapper_output,original_valid,original_hallucinated
qwen3,BOUND,B,2465__repeat_1,2465,ast_ok,,206a01afd188a5f69865adff7645ea81f2cf6d0eeb17fc176bd7a90b44715f2f,True,5,"[""matplotlib"", ""numpy"", ""pandas"", ""sigsep_mus"", ""sklearn""]","[""matplotlib"", ""numpy"", ""pandas"", ""scikit-learn"", ""sigsep-mus""]","[""matplotlib"", ""numpy"", ""pandas"", ""scikit-learn""]","[""sigsep-mus""]"
qwen3,BOUND,B,2465__repeat_2,2465,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,B,2465__repeat_3,2465,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,B,2465__repeat_4,2465,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,B,2465__repeat_5,2465,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,C,2215__repeat_1,2215,ast_ok,,a09af3dbdbbfaa25e73e2af465bd4e3520dbc82936dea2d273bdfba32e42abaa,True,1,"[""dns""]","[""dnspython""]","[""dnspython""]",[]
qwen3,BOUND,C,2215__repeat_2,2215,ast_ok,,6a1ce5b7aaf291d973595d722daaaa6b488904db6dd26ecbaacaca4360ad2549,True,1,"[""dns""]","[""dnspython""]","[""dnspython""]",[]
qwen3,BOUND,C,2215__repeat_3,2215,ast_ok,,8978e0e243f25f5ce52cdb5cc28a55b9ea9af1f9c688cf921699edcdf8699663,True,1,"[""dns""]","[""dnspython""]","[""dnspython""]",[]
qwen3,BOUND,C,2215__repeat_4,2215,ast_ok,,df1a907d888b0a62856c5d6d970631e4b91a3f9149511304e3e5079ea07d3397,True,1,"[""dns""]","[""dnspython""]","[""dnspython""]",[]
qwen3,BOUND,C,2215__repeat_5,2215,ast_ok,,dcdd1be375ef8a56b001689b2c276419225bc0f9072d5cf2f3ec4c8f6386944b,True,1,"[""dns""]","[""dnspython""]","[""dnspython""]",[]
qwen3,BOUND,C,1371__repeat_1,1371,ast_ok,,6714bb2233524c2e0c51b67f2ccc24b07e52582bb7beaf91a32962fcfd902bc1,True,2,"[""cookiejar"", ""urllib""]","[""cookiejar"", ""urllib3""]","[""cookiejar"", ""urllib3""]",[]
qwen3,BOUND,C,1371__repeat_2,1371,ast_ok,,764415c50722340a4f28d277472c2f07d4ccad95f6da0562d0c2e625e8515548,True,2,"[""cookiejar"", ""urllib""]","[""cookiejar"", ""urllib3""]","[""cookiejar"", ""urllib3""]",[]
qwen3,BOUND,C,1371__repeat_3,1371,ast_ok,,e33ae121ef9440299c7c69d4c7ed5face8e4a6d68ecac20494dac39f1aefa2ab,True,2,"[""cookiejar"", ""urllib""]","[""cookiejar"", ""urllib3""]","[""cookiejar"", ""urllib3""]",[]
qwen3,BOUND,C,1371__repeat_4,1371,ast_ok,,78f321ffe82000a6bfe4d9d0acc468de1e000877b8f1f36f7bb4c7e0c0a758c1,True,2,"[""cookiejar"", ""urllib""]","[""cookiejar"", ""urllib3""]","[""cookiejar"", ""urllib3""]",[]
qwen3,BOUND,C,1371__repeat_5,1371,ast_ok,,8dcc00fbfd914e75a5551984a995bc5a0b7739dd7500c4da63ae223e1586fffa,True,2,"[""cookiejar"", ""urllib""]","[""cookiejar"", ""urllib3""]","[""cookiejar"", ""urllib3""]",[]
qwen3,BOUND,C,3328__repeat_1,3328,ast_ok,,c179356c685f54cb16cfb40db554d3da1a4fa71a9889e3632e16cf71c98c1267,True,1,"[""shacl""]","[""shacl""]",[],"[""shacl""]"
qwen3,BOUND,C,3328__repeat_2,3328,ast_ok,,8a59c014c2e1b6447b36190b0e9b8dc7959b971786f8f1ee81f0ad64bee454a6,True,1,"[""shacl""]","[""shacl""]",[],"[""shacl""]"
qwen3,BOUND,C,3328__repeat_3,3328,ast_ok,,f050c6c0a75b8c7ab1bd7ca2bc015d6fa917268f3d3489de830160bf480a5f9d,True,2,"[""shacl"", ""sys""]","[""shacl""]",[],"[""shacl""]"
qwen3,BOUND,C,3328__repeat_4,3328,ast_ok,,627dca9c04fd93a8691aa5f39695fdcb00b1984561f10d0c71f1e2c3f54edc2b,True,1,"[""shacl""]","[""shacl""]",[],"[""shacl""]"
qwen3,BOUND,C,3328__repeat_5,3328,ast_ok,,c179356c685f54cb16cfb40db554d3da1a4fa71a9889e3632e16cf71c98c1267,True,1,"[""shacl""]","[""shacl""]",[],"[""shacl""]"
qwen3,BOUND,C,4453__repeat_1,4453,ast_ok,,8a67c1bb9e4bd6b5ef900f004971d9506be0763615a5fc4533a575d39299a16e,True,11,"[""allauth"", ""django"", ""pyotp"", ""qrcode""]","[""allauth"", ""django"", ""pyotp"", ""qrcode""]","[""django"", ""pyotp"", ""qrcode""]","[""allauth""]"
qwen3,BOUND,C,4453__repeat_2,4453,parse_failure,SyntaxError,999f78cffcd6ca1349f89e7d49491c61830dae3a0d64f18a6f44a1ce93bdb145,True,0,"[""allauth"", ""django""]","[""allauth"", ""django""]","[""django""]","[""allauth""]"
qwen3,BOUND,C,4453__repeat_3,4453,parse_failure,SyntaxError,d403b881b74b58df706d41501059678b2c8693082872220120f325dc7b6e2260,True,0,"[""django"", ""two_factor""]","[""django"", ""django-two-factor""]","[""django""]","[""django-two-factor""]"
qwen3,BOUND,C,4453__repeat_4,4453,parse_failure,SyntaxError,da843e689654eb289f32180d989da196a9ba65616e962fd4957b5dea47456416,True,0,"[""allauth"", ""django"", ""two_factor""]","[""allauth"", ""django"", ""django-two-factor""]","[""django""]","[""allauth"", ""django-two-factor""]"
qwen3,BOUND,C,4453__repeat_5,4453,parse_failure,SyntaxError,33c9ecb3d6d4e543897fded5a408526d18632788aee92028f760e7a5541b86a7,True,0,"[""django"", ""two_factor""]","[""django"", ""django-two-factor""]","[""django""]","[""django-two-factor""]"
qwen3,BOUND,C,1824__repeat_1,1824,ast_ok,,0c79e31b30233016abaee94e96b8b655d5ca6b355a5e1712e94657a857644244,True,2,"[""numpy"", ""PIL""]","[""numpy"", ""pillow""]","[""numpy"", ""pillow""]",[]
qwen3,BOUND,C,1824__repeat_2,1824,ast_ok,,aeec38f39e54d3115a89a98589871d41666cfac1cc88ed8a38e10c819e21dc81,True,1,"[""numpy""]","[""numpy""]","[""numpy""]",[]
qwen3,BOUND,C,1824__repeat_3,1824,ast_ok,,f2506707d2f140988bbd25704ab64684b70335e276fd2a6cf78ca3813453978d,True,1,"[""numpy""]","[""numpy""]","[""numpy""]",[]
qwen3,BOUND,C,1824__repeat_4,1824,ast_ok,,ec129bf0814ad15d7e7c1436634958a97a7624ff8b781869db0c2200d26751f1,True,1,"[""numpy""]","[""numpy""]","[""numpy""]",[]
qwen3,BOUND,C,1824__repeat_5,1824,ast_ok,,41bfe0e077a49d795d1a493293a6c74759fcc4145c2838f14d6800c1b6ec32ca,True,1,"[""numpy""]","[""numpy""]","[""numpy""]",[]
qwen3,BOUND,C,3778__repeat_1,3778,ast_ok,,ca0a7bc69f128d59abd1545c7e78fa9d9c1e893a01668ce888227580bc255ba0,True,2,"[""dataworld"", ""pandas""]","[""dataworld"", ""pandas""]","[""pandas""]","[""dataworld""]"
qwen3,BOUND,C,3778__repeat_2,3778,ast_ok,,6f88011fe2c6ee64f4e04bd8bfaa71b9738127b7237d56bc31c9f45ed0dc105e,True,3,"[""dataworld"", ""numpy"", ""pandas""]","[""dataworld"", ""numpy"", ""pandas""]","[""numpy"", ""pandas""]","[""dataworld""]"
qwen3,BOUND,C,3778__repeat_3,3778,ast_ok,,090f0c16ba48e47011e25725cff8653352c37c9eaaeafc85da043c137f01d257,True,3,"[""dataworld"", ""os"", ""pandas""]","[""dataworld"", ""pandas""]","[""pandas""]","[""dataworld""]"
qwen3,BOUND,C,3778__repeat_4,3778,ast_ok,,c79c21705e37a954b2e95db94aa98d23f0e7fb0d4b211a2068be69842142d8f6,True,2,"[""dataworld"", ""pandas""]","[""dataworld"", ""pandas""]","[""pandas""]","[""dataworld""]"
qwen3,BOUND,C,3778__repeat_5,3778,ast_ok,,eb100014501cddaac98d3fac53364dd9fc55c15de674ed0878f3d618ae4203c2,True,2,"[""dataworld"", ""pandas""]","[""dataworld"", ""pandas""]","[""pandas""]","[""dataworld""]"
qwen3,BOUND,C,136__repeat_1,136,ast_ok,,8f1a0fc8c06d4086148b256700c9253a90f135d733029c9253dd55c7f43354f7,True,1,"[""luco""]",[],[],[]
qwen3,BOUND,C,136__repeat_2,136,ast_ok,,90e4b813810ec04f02ee5bbc433f964d36fd89865a3dd64b8166e273bf9d57d5,True,1,"[""luco""]",[],[],[]
qwen3,BOUND,C,136__repeat_3,136,ast_ok,,b394599179ebf1ae5932b4c9cb26cacee83bcaa055508cd240c62aedfacee490,True,2,"[""luco"", ""os""]",[],[],[]
qwen3,BOUND,C,136__repeat_4,136,ast_ok,,a2f54408756c002f6998e4385edef7079071b2295ac6f80cec449b6f9275ca63,True,2,"[""luco"", ""os""]",[],[],[]
qwen3,BOUND,C,136__repeat_5,136,ast_ok,,85564c19b8d72ebd4dab93c01c510e0e7203b135e467ffb6442652746b9627e9,True,2,"[""luco"", ""os""]",[],[],[]
qwen3,BOUND,C,2140__repeat_1,2140,ast_ok,,84854cf12764056001a9bd505a192726cc893cbafc86290fefb9b9391fc9c126,True,4,"[""getpass"", ""os"", ""requests""]","[""requests""]","[""requests""]",[]
qwen3,BOUND,C,2140__repeat_2,2140,ast_ok,,e352f9d7b7cf837f874aa96cc421abf93ee000a26e1d4cc8f03dd90f18b26650,True,4,"[""getpass"", ""json"", ""os"", ""requests""]","[""requests""]","[""requests""]",[]
qwen3,BOUND,C,2140__repeat_3,2140,ast_ok,,c2e700d5e253ae3c2b606abbc621434268e614b1bb3d6954f70aecbf71892062,True,2,"[""os"", ""requests""]",[],[],[]
qwen3,BOUND,C,2140__repeat_4,2140,ast_ok,,d8a9f0ebee6edb72d68a8460b107bcf738b81cb9918b8fb032135bdeb31acfa9,True,2,"[""owncloud""]","[""owncloud""]",[],"[""owncloud""]"
qwen3,BOUND,C,2140__repeat_5,2140,ast_ok,,f7506ef32bebc85e0b7abf042051d6ba308cc604fd3cdd235068284fda0548e9,True,2,"[""os"", ""requests""]",[],[],[]
qwen3,BOUND,C,4048__repeat_1,4048,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,C,4048__repeat_2,4048,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,C,4048__repeat_3,4048,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,C,4048__repeat_4,4048,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,C,4048__repeat_5,4048,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,C,4815__repeat_1,4815,ast_ok,,ef1613cef94e746d6dc67e73e14daa5c7938ac55464af762caf2f998f68082cf,True,2,"[""ats_query"", ""pyats""]","[""ats-query"", ""pyats""]","[""pyats""]","[""ats-query""]"
qwen3,BOUND,C,4815__repeat_2,4815,ast_ok,,d95e88cd0ab7384744bcba61cd1d28c7322e1dfefc1f3f6a4abc68183fef819b,True,2,"[""ats_query"", ""pyats""]","[""ats-query"", ""pyats""]","[""pyats""]","[""ats-query""]"
qwen3,BOUND,C,4815__repeat_3,4815,ast_ok,,66a852f5b7bf76e99b51b0d7add0bec3060d76e40e818e4f78683d5b8b942b2e,True,2,"[""ats_query"", ""pyats""]","[""ats-query"", ""pyats""]","[""pyats""]","[""ats-query""]"
qwen3,BOUND,C,4815__repeat_4,4815,parse_failure,SyntaxError,f26e51495f10007a87c2cc42fb03530beb1eca704fdc9cfb604cb8528dc7e061,True,0,"[""ats_query"", ""os"", ""pyats""]","[""ats-query"", ""pyats""]","[""pyats""]","[""ats-query""]"
qwen3,BOUND,C,4815__repeat_5,4815,ast_ok,,422321aebce0d6b8d0cd97a812ba8693847161d71df3cf48031df081252cd36d,True,2,"[""ats_query"", ""pyats""]","[""ats-query"", ""pyats""]","[""pyats""]","[""ats-query""]"
qwen3,BOUND,C,3844__repeat_1,3844,parse_failure,SyntaxError,b4c08464285ef625c2ac9d0e85bf31c8a38dc98722c61f0642e127a72c336f55,True,0,"[""mypy_boto3_builder"", ""typing""]","[""mypy-boto3-builder"", ""typing-extensions""]","[""mypy-boto3-builder"", ""typing-extensions""]",[]
qwen3,BOUND,C,3844__repeat_2,3844,ast_ok,,632f1761e8a108d8f076ad6c95f564769b9c823e2aa243557bfd4a9aa4224cb7,True,10,"[""boto3"", ""mypy_boto3_builder"", ""typing""]","[""boto3"", ""mypy-boto3-builder"", ""typing-extensions""]","[""boto3"", ""mypy-boto3-builder"", ""typing-extensions""]",[]
qwen3,BOUND,C,3844__repeat_3,3844,parse_failure,SyntaxError,e075c36a20d68876f6d9bc1654a1eb44c585dda4a89f40da01b00e90dbcd8982,True,0,"[""boto3"", ""mypy_boto3_builder"", ""typing""]","[""boto3"", ""mypy-boto3-builder"", ""typing-extensions""]","[""boto3"", ""mypy-boto3-builder"", ""typing-extensions""]",[]
qwen3,BOUND,C,3844__repeat_4,3844,ast_ok,,8aeb4189c60798d65b06089e0ce1b7e5271f017a27b658ac62b2e38bbb605796,True,24,"[""boto3"", ""mypy_boto3_builder"", ""typing""]","[""boto3"", ""mypy-boto3-builder"", ""typing-extensions""]","[""boto3"", ""mypy-boto3-builder"", ""typing-extensions""]",[]
qwen3,BOUND,C,3844__repeat_5,3844,parse_failure,SyntaxError,8fd637e505bac0d46693a8f76b1be0c34df38db4e50fcfbdb64bad3f65a21d2a,True,0,"[""boto3"", ""mypy_boto3_alexa_for_business"", ""mypy_boto3_builder""]","[""boto3"", ""mypy-boto3-alexa-for-business"", ""mypy-boto3-builder""]","[""boto3"", ""mypy-boto3-builder""]","[""mypy-boto3-alexa-for-business""]"
qwen3,BOUND,C,1021__repeat_1,1021,ast_ok,,8b6a829bcf57158a4b1eedb5b6299a04b2a87add18cf4baf738871668db36cff,True,2,"[""os"", ""yaml""]",[],[],[]
qwen3,BOUND,C,1021__repeat_2,1021,ast_ok,,7d46209a3fdac8ae4885fe8a5411801e589d7206df09d4be7d818d3bfbd2f52c,True,2,"[""os"", ""yaml""]",[],[],[]
qwen3,BOUND,C,1021__repeat_3,1021,ast_ok,,68dcd421b8e9a3798d1caa159757c15f6ec2d6d00f5a3179437989e78794a51f,True,2,"[""os"", ""yaml""]",[],[],[]
qwen3,BOUND,C,1021__repeat_4,1021,ast_ok,,8b6a829bcf57158a4b1eedb5b6299a04b2a87add18cf4baf738871668db36cff,True,2,"[""os"", ""yaml""]",[],[],[]
qwen3,BOUND,C,1021__repeat_5,1021,ast_ok,,cbf22d6530b78cea862298bec9ebc48947338111e2a6d546d718c230e50af80b,True,2,"[""os"", ""yaml""]",[],[],[]
qwen3,BOUND,C,3695__repeat_1,3695,ast_ok,,69f9b1764fad21e5b06b14e2b1cc99721765a9269a4098312cac884974b6fdb3,True,5,"[""importlib"", ""packaging"", ""re"", ""sys"", ""typing""]","[""importlib-metadata"", ""packaging"", ""typing-extensions""]","[""importlib-metadata"", ""packaging"", ""typing-extensions""]",[]
qwen3,BOUND,C,3695__repeat_2,3695,ast_ok,,cc01d54de2644abbe9fb8b2e04a804b7b0c29a521593245d8c894d2bb1ab7c77,True,3,"[""importlib"", ""re"", ""sys""]",[],[],[]
qwen3,BOUND,C,3695__repeat_3,3695,ast_ok,,aec5586b125164dae9d7f00fb8705f2c4606b17c8d680bcde1f8ba613c1609b1,True,2,"[""importlib"", ""re""]","[""importlib-metadata"", ""regex""]","[""importlib-metadata"", ""regex""]",[]
qwen3,BOUND,C,3695__repeat_4,3695,ast_ok,,c65255245cb71211fcd68ae64844062573e1aa5cdf8f55c244b97cd210febc65,True,3,"[""importlib"", ""re"", ""sys""]","[""importlib-metadata"", ""none"", ""regex""]","[""importlib-metadata"", ""none"", ""regex""]",[]
qwen3,BOUND,C,3695__repeat_5,3695,ast_ok,,12f3e4a13dfc054f828d809b1a6f897c84f63853aea09370220ad1cb5c68c7df,True,2,"[""importlib"", ""re""]",[],[],[]
qwen3,BOUND,C,2067__repeat_1,2067,ast_ok,,47895f8d11904a70e0b9e6581151e055e8546923a3a7f986088707a90c355f68,True,1,"[""requests""]","[""requests""]","[""requests""]",[]
qwen3,BOUND,C,2067__repeat_2,2067,ast_ok,,e532af497e9fdd430a1906cd2c02b97af0772da479d0b1f3bb9e6451bd8c53ef,True,2,"[""os"", ""requests""]",[],[],[]
qwen3,BOUND,C,2067__repeat_3,2067,ast_ok,,4b4dc88e8557be46c6686a6b6b07a47b1ba352f3569ae45de7515c99e39b4362,True,2,"[""json"", ""requests""]","[""requests""]","[""requests""]",[]
qwen3,BOUND,C,2067__repeat_4,2067,ast_ok,,284b7b07ad0a403e49b3c7f373d445296a4415eb4f34aae0f6d27fa20292c399,True,2,"[""requests"", ""siftsci""]","[""requests"", ""siftsci""]","[""requests""]","[""siftsci""]"
qwen3,BOUND,C,2067__repeat_5,2067,ast_ok,,e1f578ac584795af15cc621ad1094a923effdde8612ddc650453cf70f0bd1b1f,True,3,"[""json"", ""requests"", ""time""]","[""requests""]","[""requests""]",[]
qwen3,BOUND,C,1510__repeat_1,1510,parse_failure,SyntaxError,0cad347a6d64e96933dd4433481277641ff79a0022499b46af1219804002b4d8,True,0,"[""confluent_kafka""]","[""confluent-kafka""]","[""confluent-kafka""]",[]
qwen3,BOUND,C,1510__repeat_2,1510,ast_ok,,c5040dfed2530d296076fdb7638377bbb59b4f7f4ee000cdda6aeecc6ef00b1e,True,1,"[""confluent_cloud_api""]","[""confluent-cloud-api""]",[],"[""confluent-cloud-api""]"
qwen3,BOUND,C,1510__repeat_3,1510,parse_failure,SyntaxError,37cd119e46bc41a58eb0f0810b2cabe43ba95a7ec5c0610be8087e95ef67b07c,True,0,"[""confluent_kafka""]","[""confluent-kafka""]","[""confluent-kafka""]",[]
qwen3,BOUND,C,1510__repeat_4,1510,ast_ok,,fa01d4926bd51e740c21e77e0e6435c7458df0859564a8ad5df0d2343cf464df,True,1,"[""confluent_kafka""]","[""confluent-kafka""]","[""confluent-kafka""]",[]
qwen3,BOUND,C,1510__repeat_5,1510,ast_ok,,01e5ed4993dc78126f5b91b8cb61dea7e6d10d61c01ba38bfb8fb62404cda9a7,True,1,"[""confluent_cloud""]","[""confluent-cloud""]",[],"[""confluent-cloud""]"
qwen3,BOUND,C,3509__repeat_1,3509,ast_ok,,07aeb8d373b67b30eb3051ace9691e8275f0de9a0fac45d57029c5925601f137,True,4,"[""aws_cdk""]","[""aws-cdk""]",[],"[""aws-cdk""]"
qwen3,BOUND,C,3509__repeat_2,3509,ast_ok,,0528b505d16a84b331f1d823b4d9c7b77247ce9409eb5647c253db169d20b4d2,True,1,"[""aws_cdk""]","[""aws-cdk""]",[],"[""aws-cdk""]"
qwen3,BOUND,C,3509__repeat_3,3509,ast_ok,,625728a024521ef84e527043dc7d26a1384c208dd00da6172ea0ff6d340138a9,True,2,"[""aws_cdk"", ""os""]","[""aws-cdk"", ""none""]","[""none""]","[""aws-cdk""]"
qwen3,BOUND,C,3509__repeat_4,3509,ast_ok,,990ef396e2447d67627e91ea7f29258a5e07bc590be39d76b5e8505038de8ce7,True,1,"[""aws_cdk""]","[""aws-cdk""]",[],"[""aws-cdk""]"
qwen3,BOUND,C,3509__repeat_5,3509,ast_ok,,e22640d4a10a2019205c966c974a1eed799088855d11f697b0c507dc87017ba0,True,1,"[""aws_cdk""]","[""aws-cdk""]",[],"[""aws-cdk""]"
qwen3,BOUND,C,4509__repeat_1,4509,ast_ok,,07a58b97cf4e06b353d1d0198a8bd5ec37e1b1c8eac35ef27f9fe600def28e36,True,3,"[""argparse"", ""tencentcloud_sdk""]","[""tencentcloud-sdk""]",[],"[""tencentcloud-sdk""]"
qwen3,BOUND,C,4509__repeat_2,4509,ast_ok,,f49e337d4ca2935dea0246b74d3ba86b201c6050dbe3e0a87cb4f1db7def66f6,True,8,"[""argparse"", ""os"", ""sys"", ""tencentcloud_sdk""]","[""tencentcloud-sdk""]",[],"[""tencentcloud-sdk""]"
qwen3,BOUND,C,4509__repeat_3,4509,ast_ok,,e44293a89dd0ad8ae9ad2d6525ed6aa0e9a2910ae140d3c5c6a4f6bc2e0d6f2c,True,12,"[""argparse"", ""os"", ""tencentcloud""]","[""tencentcloud-sdk-python""]","[""tencentcloud-sdk-python""]",[]
qwen3,BOUND,C,4509__repeat_4,4509,ast_ok,,6c179671d936dfab558a95205ea29ba4edd2cc3d278b31daa581c38975731cb0,True,11,"[""argparse"", ""os"", ""sys"", ""tencentcloud""]","[""tencentcloud-sdk-python""]","[""tencentcloud-sdk-python""]",[]
qwen3,BOUND,C,4509__repeat_5,4509,ast_ok,,a27b0483c542a1100c46cacaf31e9b562c98cf7d6f8cfb49c871db5b91db71ea,True,5,"[""argparse"", ""tencentcloud""]","[""tencentcloud-sdk-python""]","[""tencentcloud-sdk-python""]",[]
qwen3,BOUND,C,2329__repeat_1,2329,ast_ok,,e6d999f91d9d01a51b491bc0dac684bfbc26e7175201e27f0bd837495e5c92c0,True,3,"[""antlr4""]","[""antlr4""]",[],"[""antlr4""]"
qwen3,BOUND,C,2329__repeat_2,2329,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,C,2329__repeat_3,2329,parse_failure,SyntaxError,4d1681bda27391bdbd66a36486020e2960fb6ed7885f6d83835bef282ddc4ba7,True,0,"[""antlr4"", ""os"", ""sys""]","[""antlr4"", ""none""]","[""none""]","[""antlr4""]"
qwen3,BOUND,C,2329__repeat_4,2329,parse_failure,SyntaxError,fe4c2618a32a5a02aadf5271fcff0077b3ec49d6e1fcea90d5c6a4d067a45e86,True,0,"[""rpython""]","[""rpython""]","[""rpython""]",[]
qwen3,BOUND,C,2329__repeat_5,2329,ast_ok,,dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91,True,0,[],[],[],[]
qwen3,BOUND,C,185__repeat_1,185,ast_ok,,bbcacda17807f3923158a98b7ac611e4b6aba2338645fec60d5388a798358fb1,True,2,"[""os"", ""sphinx""]",[],[],[]
qwen3,BOUND,C,185__repeat_2,185,ast_ok,,ef6b0b499e8106a297bfcb976d9f75157c0648a78de9ce55cf157c48a7a5cd4d,True,2,"[""os"", ""sphinx""]",[],[],[]
qwen3,BOUND,C,185__repeat_3,185,parse_failure,SyntaxError,e30956f0706d0b9658bede5d421561d2cbc36ab991d2c9206919d87363a2cbc5,True,0,"[""os"", ""sphinx""]",[],[],[]
qwen3,BOUND,C,185__repeat_4,185,ast_ok,,08f54b3cbea3c3e9931d7b47a273212424c090d799356eca9bcb1c984f259a30,True,3,"[""os"", ""sphinx""]",[],[],[]
qwen3,BOUND,C,185__repeat_5,185,ast_ok,,24eef80886cce8498902b6a9f92c5b3f534c09e07caae2afa5f0ff20232ebb37,True,2,"[""os"", ""sphinx""]",[],[],[]
qwen3,BOUND,C,881__repeat_1,881,ast_ok,,c8e154647776046c6814a1ea1b8f9fd1fc4f4a25d701aebece11c7beed92eac0,True,1,"[""requests""]","[""requests""]","[""requests""]",[]
qwen3,BOUND,C,881__repeat_2,881,ast_ok,,19cf923b9b996dda109fb9ead80935d66ca19e11387024d0d6770ad6767b8a02,True,1,"[""requests""]","[""requests""]","[""requests""]",[]
qwen3,BOUND,C,881__repeat_3,881,ast_ok,,f1e96178fd03477054873fe6acc6b34f94260ebfbe26c7cf387a9e243d1c9edf,True,1,"[""requests""]","[""requests""]","[""requests""]",[]
qwen3,BOUND,C,881__repeat_4,881,ast_ok,,3663df362402a5c8eb5d69eb6d51a05bbd0f481c018149d441b04d0ca20549f1,True,1,"[""requests""]","[""requests""]","[""requests""]",[]
qwen3,BOUND,C,881__repeat_5,881,ast_ok,,d1629422159589665a347b17b2173b621858220dce01dc38cb510b0f2bb82d6c,True,3,"[""base64"", ""json"", ""requests""]","[""requests""]","[""requests""]",[]
qwen3,BOUND,C,84__repeat_1,84,ast_ok,,9d08ddbcc134722131d9d41a0d4f51f263734d1fc59d26cc641195c0e3f47b2a,True,1,"[""pypariql""]","[""pypariql""]",[],"[""pypariql""]"
qwen3,BOUND,C,84__repeat_2,84,ast_ok,,3fe57949307bc033a8ab241733be1be4d2f9532dc16e1b254a06c482f3147051,True,1,"[""pypariql""]","[""pypariql""]",[],"[""pypariql""]"
qwen3,BOUND,C,84__repeat_3,84,ast_ok,,4f29112f36a7f04794ed4c9c78f079731202f4a57d36055f6b40f6d33067b5dd,True,1,"[""pypariql""]","[""pypariql""]",[],"[""pypariql""]"
qwen3,BOUND,C,84__repeat_4,84,ast_ok,,62f58aaa9882ac4e3a6acd93890f7334fda7aea8d3332750f48fc274a946d3a0,True,1,"[""pypariql""]","[""pypariql""]",[],"[""pypariql""]"
qwen3,BOUND,C,84__repeat_5,84,ast_ok,,dbdb147966b0e481b41ef8ec03ec62350af6c8073cc7e235367bc0c21953a28b,True,1,"[""pypariql""]","[""pypariql""]",[],"[""pypariql""]"
qwen3,BOUND,C,3422__repeat_1,3422,ast_ok,,9f1ed4e80ec1f38e088a1cf2d80f19e094af0e55249659e6b0f65905039bddd7,True,5,"[""json"", ""logging"", ""re"", ""typing"", ""xml""]",[],[],[]
qwen3,BOUND,C,3422__repeat_2,3422,ast_ok,,7ddbc9aa737ceecbacad23aaa286ac1652ece71544839f76e1b6cc5ef482ea1d,True,4,"[""json"", ""logging"", ""odoo"", ""xml""]","[""odoo""]",[],"[""odoo""]"
qwen3,BOUND,C,3422__repeat_3,3422,ast_ok,,98fe2528fbbad49a6481900de770f2416cb1c7df7c5edae348a35ea459ae36cf,True,4,"[""datetime"", ""json"", ""logging"", ""typing""]",[],[],[]
qwen3,BOUND,C,3422__repeat_4,3422,ast_ok,,6b1d302099fb382fa3010e3caec8c4f112a5c72ee2c1ac56cdb9b101ff31c077,True,4,"[""logging"", ""odoo"", ""re""]",[],[],[]
qwen3,BOUND,C,3422__repeat_5,3422,ast_ok,,f4f2e1382c0241e219b902d5d2d86e692ee1aa585c2b6d383724df35236a5c74,True,2,"[""logging"", ""re""]",[],[],[]
qwen3,BOUND,C,2706__repeat_1,2706,ast_ok,,079de0afabd0b85bac9b28ff063a951029c60b5810f4bb0f283a54d8cdcc5cef,True,2,"[""pydantic"", ""pydantic_camelcase""]","[""pydantic"", ""pydantic-camelcase""]","[""pydantic""]","[""pydantic-camelcase""]"
qwen3,BOUND,C,2706__repeat_2,2706,ast_ok,,f35c6b45d91a0f035ad2680607794ffab74499fa2323dd76fa751d08be1afc38,True,2,"[""pydantic"", ""pydantic_camelcase""]","[""pydantic"", ""pydantic-camelcase""]","[""pydantic""]","[""pydantic-camelcase""]"
qwen3,BOUND,C,2706__repeat_3,2706,ast_ok,,6e824c3ab5a00d8b8c9ec4d5dc4d6a62db7faa0949d7f1001b54002dbb4102ac,True,2,"[""pydantic""]","[""pydantic""]","[""pydantic""]",[]
