model,method,fold,generation_id,parso_count,tokenizer_count,extra_vs_tokenizer,missing_vs_tokenizer,rejected_import_nodes,boundary_rejected_nodes,parser_error
qwen3,ROME,D,4834__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2284__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2284__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2284__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2284__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2284__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2608__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2608__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2608__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2608__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2608__repeat_5,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,2943__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2943__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2943__repeat_3,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,2943__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2943__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4015__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4015__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4015__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4015__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4015__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4244__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4244__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4244__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4244__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4244__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4386__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4386__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4386__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4386__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4386__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,3407__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3407__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,3407__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3407__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3407__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,3742__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3742__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,3742__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3742__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3742__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,3256__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3256__repeat_2,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,3256__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3256__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3140__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3140__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,3140__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3140__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3140__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4676__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4676__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4676__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4676__repeat_5,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,3427__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3427__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,3427__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3427__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3427__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4261__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4261__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4261__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4261__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4261__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,681__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,681__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,681__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,681__repeat_4,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,681__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,3333__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3333__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,3333__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3333__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3333__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,1446__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,1446__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,1446__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,1446__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4692__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4692__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4692__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4692__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4692__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,219__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,219__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,219__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,219__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,219__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4059__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4059__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4059__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4059__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4059__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,19__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,19__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,19__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,19__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,19__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2298__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2298__repeat_2,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,2298__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2298__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,229__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,229__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,229__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,229__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,229__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4227__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4227__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4227__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,1313__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,1313__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,1313__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,1313__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,1313__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2901__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2901__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2901__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2901__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4818__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4818__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4818__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4818__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4818__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4180__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4180__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4180__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,321__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,321__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,321__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2434__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2434__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2434__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2434__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2434__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,241__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,241__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,241__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,241__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,241__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4374__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4374__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4374__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4374__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4374__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,3666__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3666__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3666__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3666__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4387__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4387__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4387__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4387__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4387__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,3962__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3962__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,3962__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3962__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3962__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2832__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2832__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2832__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2832__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2832__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,1915__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,1915__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,1915__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,1915__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,1915__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,1211__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,1211__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,1211__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,1211__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,1211__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,1970__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,1970__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,1970__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,1970__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,1970__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,89__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,89__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,89__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,89__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,89__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4289__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4289__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4289__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4289__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,4289__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,3349__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3349__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,3349__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3349__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,615__repeat_1,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,615__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,615__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,615__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,615__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,1083__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,1083__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,1083__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,955__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,955__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,955__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,955__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,955__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,3131__repeat_1,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,3131__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,3131__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3131__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3131__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,770__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,770__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,770__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,770__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,770__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2317__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2317__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2317__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2317__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2317__repeat_5,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,2895__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2895__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2895__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2895__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2895__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,4564__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,4564__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,4564__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,4564__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2798__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2798__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2798__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2798__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2798__repeat_5,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,3459__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3459__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,3459__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3459__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3459__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,1668__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,1668__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,1668__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,574__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,574__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,574__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,574__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,574__repeat_5,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,1497__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,1497__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,1497__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,1497__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,1497__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,485__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,485__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,485__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,485__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,485__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,1118__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,1118__repeat_2,0,0,[],[],0,0,TimeoutError: Parso per-answer time limit
qwen3,ROME,D,1118__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,1118__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,1118__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,3396__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,3396__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,3396__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,3396__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,3396__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2428__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2428__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2428__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2428__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2428__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2517__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2517__repeat_2,0,0,[],[],0,0,
qwen3,ROME,D,2517__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2517__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2517__repeat_5,0,0,[],[],0,0,
qwen3,ROME,D,2465__repeat_1,0,0,[],[],0,0,
qwen3,ROME,D,2465__repeat_3,0,0,[],[],0,0,
qwen3,ROME,D,2465__repeat_4,0,0,[],[],0,0,
qwen3,ROME,D,2465__repeat_5,0,0,[],[],0,0,
qwen3,MEMIT,A,4453__repeat_1,14,14,[],[],0,0,
qwen3,MEMIT,A,4453__repeat_2,10,10,[],[],0,0,
qwen3,MEMIT,A,4453__repeat_3,12,12,[],[],0,0,
qwen3,MEMIT,A,4815__repeat_3,2,2,[],[],0,0,
qwen3,MEMIT,A,1510__repeat_4,2,2,[],[],0,0,
qwen3,MEMIT,A,2329__repeat_1,6,6,[],[],0,0,
qwen3,MEMIT,A,185__repeat_2,2,2,[],[],0,0,
qwen3,MEMIT,A,185__repeat_5,2,2,[],[],0,0,
qwen3,MEMIT,A,271__repeat_2,4,4,[],[],0,0,
qwen3,MEMIT,A,2284__repeat_1,5,5,[],[],0,0,
qwen3,MEMIT,A,2284__repeat_2,3,3,[],[],0,0,
qwen3,MEMIT,A,2284__repeat_4,6,6,[],[],0,0,
qwen3,MEMIT,A,2284__repeat_5,3,3,[],[],0,0,
qwen3,MEMIT,A,3742__repeat_1,1,1,[],[],0,0,
qwen3,MEMIT,A,3742__repeat_3,2,2,[],[],0,0,
qwen3,MEMIT,A,3742__repeat_4,2,2,[],[],0,0,
qwen3,MEMIT,A,3333__repeat_1,3,2,"[[""ot"", ""ot"", ""absolute""]]",[],0,0,
qwen3,MEMIT,A,1446__repeat_2,2,2,[],[],0,0,
qwen3,MEMIT,A,3666__repeat_2,0,0,[],[],0,0,
qwen3,MEMIT,A,3666__repeat_4,4,4,[],[],0,0,
qwen3,MEMIT,A,4289__repeat_3,16,16,[],[],0,0,
qwen3,MEMIT,A,4289__repeat_5,40,40,[],[],0,0,
qwen3,MEMIT,A,1497__repeat_5,19,19,[],[],0,0,
qwen3,MEMIT,A,485__repeat_5,7,7,[],[],0,0,
qwen3,MEMIT,A,3396__repeat_4,5,5,[],[],0,0,
qwen3,MEMIT,B,4453__repeat_1,10,10,[],[],0,0,
qwen3,MEMIT,B,4453__repeat_2,15,15,[],[],0,0,
qwen3,MEMIT,B,4453__repeat_5,13,13,[],[],0,0,
qwen3,MEMIT,B,1510__repeat_1,12,12,[],[],0,0,
qwen3,MEMIT,B,185__repeat_5,2,2,[],[],0,0,
qwen3,MEMIT,B,2284__repeat_1,2,2,[],[],0,0,
qwen3,MEMIT,B,2284__repeat_2,1,1,[],[],0,0,
qwen3,MEMIT,B,2284__repeat_3,4,4,[],[],0,0,
qwen3,MEMIT,B,2943__repeat_3,3,3,[],[],0,0,
qwen3,MEMIT,B,4015__repeat_3,1,1,[],[],0,0,
qwen3,MEMIT,B,3742__repeat_1,2,2,[],[],0,0,
qwen3,MEMIT,B,3742__repeat_2,2,2,[],[],0,0,
qwen3,MEMIT,B,3742__repeat_4,2,2,[],[],0,0,
qwen3,MEMIT,B,229__repeat_3,3,3,[],[],0,0,
qwen3,MEMIT,B,241__repeat_3,3,3,[],[],0,0,
qwen3,MEMIT,B,3666__repeat_1,0,0,[],[],0,0,
qwen3,MEMIT,B,4289__repeat_1,2,2,[],[],0,0,
qwen3,MEMIT,B,485__repeat_4,7,7,[],[],0,1,
qwen3,MEMIT,C,4453__repeat_1,11,11,[],[],0,0,
qwen3,MEMIT,C,185__repeat_2,2,2,[],[],0,0,
qwen3,MEMIT,C,185__repeat_5,2,2,[],[],0,0,
qwen3,MEMIT,C,2284__repeat_1,2,2,[],[],0,0,
qwen3,MEMIT,C,2284__repeat_2,1,1,[],[],0,0,
qwen3,MEMIT,C,2284__repeat_4,7,7,[],[],0,0,
qwen3,MEMIT,C,2284__repeat_5,2,2,[],[],0,0,
qwen3,MEMIT,C,2943__repeat_3,4,4,[],[],0,0,
qwen3,MEMIT,C,4015__repeat_3,1,1,[],[],0,0,
qwen3,MEMIT,C,3742__repeat_4,2,2,[],[],0,0,
qwen3,MEMIT,C,3742__repeat_5,4,4,[],[],0,0,
qwen3,MEMIT,C,1446__repeat_3,2,2,[],[],0,0,
qwen3,MEMIT,C,229__repeat_3,4,4,[],[],0,0,
qwen3,MEMIT,C,241__repeat_3,3,3,[],[],0,0,
qwen3,MEMIT,C,3666__repeat_1,0,0,[],[],0,0,
qwen3,MEMIT,C,3666__repeat_3,0,0,[],[],0,0,
qwen3,MEMIT,C,3666__repeat_4,1,1,[],[],0,0,
qwen3,MEMIT,C,4289__repeat_4,6,6,[],[],0,0,
qwen3,MEMIT,C,770__repeat_1,2,2,[],[],0,0,
qwen3,MEMIT,C,770__repeat_2,2,2,[],[],0,0,
qwen3,MEMIT,C,1497__repeat_3,53,53,[],[],0,0,
qwen3,MEMIT,C,485__repeat_1,6,6,[],[],0,0,
qwen3,MEMIT,C,485__repeat_4,8,8,[],[],0,0,
qwen3,MEMIT,C,2428__repeat_3,2,2,[],[],0,0,
qwen3,MEMIT,D,4453__repeat_1,10,10,[],[],0,0,
qwen3,MEMIT,D,4453__repeat_2,12,12,[],[],0,0,
qwen3,MEMIT,D,4453__repeat_3,14,14,[],[],0,0,
qwen3,MEMIT,D,4453__repeat_5,10,10,[],[],0,0,
qwen3,MEMIT,D,185__repeat_3,2,2,[],[],0,0,
qwen3,MEMIT,D,2284__repeat_3,3,3,[],[],0,0,
qwen3,MEMIT,D,2284__repeat_4,4,5,[],"[[""collections"", ""collections"", ""standard_library""]]",1,0,
qwen3,MEMIT,D,2943__repeat_1,4,4,[],[],0,0,
qwen3,MEMIT,D,2943__repeat_3,7,7,[],[],0,0,
qwen3,MEMIT,D,2943__repeat_4,0,0,[],[],0,0,
qwen3,MEMIT,D,4015__repeat_2,1,1,[],[],0,0,
qwen3,MEMIT,D,4386__repeat_4,25,25,[],[],0,0,
qwen3,MEMIT,D,3742__repeat_2,3,3,[],[],0,0,
qwen3,MEMIT,D,3742__repeat_4,1,1,[],[],0,0,
qwen3,MEMIT,D,229__repeat_1,3,3,[],[],0,0,
qwen3,MEMIT,D,4180__repeat_2,3,3,[],[],0,0,
qwen3,MEMIT,D,4180__repeat_3,24,24,[],[],0,0,
qwen3,MEMIT,D,3666__repeat_5,5,5,[],[],0,0,
qwen3,MEMIT,D,1497__repeat_3,2,2,[],[],0,0,
qwen3,DINM,A,4453__repeat_2,13,13,[],[],0,0,
qwen3,DINM,A,4453__repeat_3,9,9,[],[],0,0,
qwen3,DINM,A,4453__repeat_4,12,12,[],[],0,0,
qwen3,DINM,A,4453__repeat_5,12,12,[],[],0,0,
qwen3,DINM,A,136__repeat_1,2,2,[],[],0,0,
qwen3,DINM,A,2140__repeat_3,2,2,[],[],0,0,
qwen3,DINM,A,4815__repeat_2,2,2,[],[],0,0,
qwen3,DINM,A,4815__repeat_4,2,2,[],[],0,0,
qwen3,DINM,A,3844__repeat_3,4,4,[],[],0,0,
qwen3,DINM,A,3844__repeat_4,12,12,[],[],0,0,
qwen3,DINM,A,3844__repeat_5,4,4,[],[],0,0,
qwen3,DINM,A,2329__repeat_1,3,3,[],[],0,0,
qwen3,DINM,A,185__repeat_1,2,2,[],[],0,0,
qwen3,DINM,A,185__repeat_4,2,2,[],[],0,0,
qwen3,DINM,A,2284__repeat_1,5,5,[],[],0,0,
qwen3,DINM,A,2284__repeat_3,2,2,[],[],0,0,
qwen3,DINM,A,2284__repeat_4,4,4,[],[],0,0,
qwen3,DINM,A,2284__repeat_5,3,3,[],[],0,0,
qwen3,DINM,A,2608__repeat_4,1,1,[],[],0,0,
qwen3,DINM,A,2943__repeat_1,12,12,[],[],0,0,
qwen3,DINM,A,2943__repeat_3,6,6,[],[],0,0,
qwen3,DINM,A,2943__repeat_4,7,7,[],[],0,0,
qwen3,DINM,A,2943__repeat_5,6,6,[],[],0,0,
qwen3,DINM,A,4386__repeat_1,27,27,[],[],0,0,
qwen3,DINM,A,3742__repeat_1,2,2,[],[],0,0,
qwen3,DINM,A,3742__repeat_2,1,1,[],[],0,0,
qwen3,DINM,A,3742__repeat_5,4,4,[],[],0,0,
qwen3,DINM,A,3333__repeat_4,3,2,"[[""ot"", ""ot"", ""absolute""]]",[],0,0,
qwen3,DINM,A,1446__repeat_1,2,2,[],[],0,0,
qwen3,DINM,A,4059__repeat_4,4,4,[],[],0,0,
qwen3,DINM,A,4374__repeat_1,5,5,[],[],0,0,
qwen3,DINM,A,3666__repeat_1,4,4,[],[],0,0,
qwen3,DINM,A,770__repeat_4,2,2,[],[],0,0,
qwen3,DINM,A,1497__repeat_2,4,4,[],[],0,0,
qwen3,DINM,A,1497__repeat_4,1,1,[],[],0,0,
qwen3,DINM,A,485__repeat_1,6,6,[],[],0,0,
qwen3,DINM,A,2517__repeat_5,5,5,[],[],0,0,
qwen3,DINM,B,2215__repeat_5,1,1,[],[],0,0,
qwen3,DINM,B,1371__repeat_4,0,0,[],[],0,0,
qwen3,DINM,B,4453__repeat_2,0,0,[],[],0,0,
qwen3,DINM,B,4453__repeat_5,12,12,[],[],0,0,
qwen3,DINM,B,3778__repeat_1,0,0,[],[],0,0,
